price,bid1_vol,bid2_vol,bid3_vol,bid4_vol,bid5_vol,ask1_vol,ask2_vol,ask3_vol,ask4_vol,ask5_vol,label
1.08152,0.612,1.037,1.652,1.083,1.186,1.55,4.156,4.04,2.756,2.974,0
1.08159,3.865,3.159,0.847,2.569,1.412,2.618,4.899,1.386,1.952,3.118,0
1.08156,2.277,2.744,4.684,0.723,4.506,3.007,4.623,2.257,3.427,0.605,0
1.08151,1.501,3.42,1.983,2.83,4.923,3.022,3.511,3.039,1.635,4.937,1
1.0815,2.413,2.366,1.428,2.425,0.827,4.734,2.844,1.79,2.966,3.161,1
1.08151,2.251,4.142,2.549,4.653,3.949,3.617,1.232,3.668,4.907,4.159,0
1.08156,0.509,3.492,4.489,3.589,3.487,2.94,3.786,2.96,4.096,1.201,1
1.08158,2.618,3.331,0.809,3.031,4.619,0.894,3.804,3.735,4.504,4.849,1
1.08152,2.635,2.48,3.208,2.02,4.094,2.959,2.457,2.818,3.691,4.263,1
1.08145,4.168,3.69,1.6,0.501,1.043,0.879,2.782,0.847,2.63,3.902,1
1.08133,2.118,2.681,1.692,1.089,3.1,1.058,1.165,1.806,3.777,4.905,1
1.08138,1.477,1.583,4.863,3.113,4.085,4.996,3.468,1.613,4.918,4.516,1
1.08155,3.418,1.544,2.634,1.857,3.987,2.299,0.886,4.502,1.99,1.283,1
1.08155,3.648,1.086,3.223,2.5,1.046,4.797,3.62,0.751,4.548,3.402,0
1.0816,1.266,1.913,1.276,4.15,4.763,3.08,3.497,4.894,2.844,2.483,0
1.0815,1.764,4.937,1.05,1.356,4.33,0.621,1.392,2.88,1.565,2.231,1
1.0816,0.836,1.803,0.958,3.631,1.478,2.995,0.65,3.048,2.041,4.586,0
1.08161,1.372,1.833,4.409,0.775,2.708,2.684,1.809,1.256,2.744,0.632,0
1.08167,2.2,1.661,3.697,2.37,3.24,3.154,3.699,4.694,3.025,3.624,0
1.08167,3.005,0.843,4.254,2.88,0.677,3.843,2.756,4.763,2.377,2.62,0
1.08179,3.966,2.501,2.441,3.812,4.538,2.561,3.661,3.026,2.982,1.462,0
1.0817,1.768,1.648,4.928,0.616,1.486,1.415,4.171,3.521,1.888,0.98,0
1.08165,3.387,3.716,3.192,0.634,4.078,4.419,1.253,2.223,4.926,4.894,0
1.08155,4.176,4.293,1.208,4.438,4.202,1.4,4.604,4.161,4.622,4.541,0
1.08158,4.126,1.279,2.067,4.051,4.236,2.298,2.357,3.632,4.981,3.326,0
1.08161,2.061,1.58,1.342,3.251,3.74,1.501,3.848,3.22,3.077,2.868,0
1.0816,2.92,3.479,4.494,4.878,3.415,1.222,4.365,2.364,4.835,4.749,0
1.0816,0.906,0.734,0.722,3.539,2.714,3.307,1.962,3.169,0.928,1.429,1
1.0816,1.012,3.422,4.925,4.71,4.468,3.71,0.536,1.202,3.12,2.895,1
1.08155,4.267,0.638,3.315,0.824,3.898,0.902,2.69,3.975,4.933,4.086,1
1.08156,3.374,2.936,2.726,3.18,2.502,2.204,3.933,3.411,4.888,4.671,1
1.08151,4.103,0.995,2.766,2.736,4.055,4.594,1.386,0.547,4.414,4.892,1
1.08146,2.234,2.228,3.367,3.613,4.554,2.142,2.725,2.528,4.937,2.827,1
1.08154,4.631,4.859,0.629,3.972,1.003,2.739,3.335,0.854,3.103,3.613,1
1.08149,2.283,1.186,1.648,4.736,3.366,2.935,4.124,4.265,3.902,2.303,1
1.08156,2.931,1.951,0.79,4.661,0.861,2.175,4.334,1.896,4.602,0.596,1
1.0816,3.361,4.069,4.534,4.188,1.335,4.963,0.708,2.6,2.069,0.608,1
1.08166,1.414,4.972,4.865,2.05,5.0,3.823,0.648,3.212,1.422,1.751,0
1.08165,2.085,0.526,1.946,1.866,1.011,0.937,2.33,0.868,4.713,1.66,0
1.0816,2.153,0.787,4.155,1.351,0.844,2.169,4.606,4.631,2.6,3.112,1
1.08173,3.894,1.608,4.28,1.22,2.673,1.789,3.054,1.629,2.946,1.65,0
1.08179,0.57,1.01,4.049,2.514,2.806,3.469,1.649,1.347,2.336,3.882,0
1.08178,3.232,1.647,4.766,3.38,4.116,2.161,3.104,3.697,2.895,3.923,0
1.08171,1.724,4.031,1.932,2.819,1.145,2.316,4.489,0.636,1.347,2.94,1
1.08166,3.59,3.739,3.212,1.191,2.949,1.763,0.525,2.782,4.887,2.6,1
1.08157,3.921,3.305,0.668,2.97,4.948,3.442,1.839,4.573,3.512,4.697,1
1.08162,2.605,2.886,1.937,4.34,1.074,4.952,2.027,2.479,3.24,1.9,1
1.08155,3.236,0.747,4.413,0.974,4.43,4.363,4.04,3.877,1.34,3.056,1
1.08165,4.046,1.448,2.492,0.909,3.504,3.641,0.77,3.257,4.454,1.303,1
1.08169,4.584,1.728,0.574,0.877,3.906,1.366,4.369,2.46,0.873,4.174,1
1.08168,0.517,1.859,2.577,2.731,3.121,0.865,0.513,4.492,2.412,3.755,1
1.08171,4.527,3.174,3.834,1.494,1.453,2.809,4.938,4.871,1.542,3.354,1
1.08169,1.766,4.98,2.226,2.588,0.888,4.316,0.885,4.23,1.579,1.56,1
1.08175,0.689,2.091,4.801,2.126,1.994,3.847,1.535,3.907,4.85,4.353,1
1.08186,4.051,4.075,3.103,0.981,3.545,3.113,2.686,3.952,1.322,2.191,1
1.08189,3.344,4.536,4.957,4.49,1.682,2.398,2.862,2.571,0.856,2.147,1
1.08195,4.457,4.512,2.815,4.625,4.894,0.543,3.158,4.793,1.896,2.133,1
1.08192,1.183,4.468,3.036,3.164,3.186,4.538,2.826,2.975,2.512,2.01,1
1.08201,2.725,0.904,3.376,0.698,2.622,1.451,2.263,1.495,1.51,2.469,0
1.08199,1.04,1.633,3.739,0.957,4.309,2.351,1.455,3.977,2.194,2.153,0
1.08204,4.718,2.724,2.458,3.154,0.903,1.181,4.38,3.34,1.935,4.381,0
1.08204,1.811,2.509,4.032,4.334,1.763,4.919,1.445,1.697,2.814,3.029,0
1.08197,4.008,1.632,2.458,3.541,4.508,1.645,2.098,2.615,1.705,2.805,0
1.08195,4.73,1.551,4.239,4.5,2.7,2.08,1.031,2.972,4.301,2.218,0
1.08194,1.208,3.035,3.949,2.796,1.818,3.193,2.014,3.51,4.081,4.109,0
1.08207,3.982,1.058,1.714,3.506,3.363,4.519,2.481,0.772,0.832,0.719,0
1.08201,0.668,4.588,0.792,2.067,3.986,3.578,1.484,4.83,2.513,4.203,0
1.082,2.399,3.412,4.802,0.766,3.055,3.158,4.853,3.206,1.678,1.123,0
1.08196,2.078,4.814,1.322,1.422,3.513,2.767,4.588,1.974,3.912,2.365,0
1.08195,4.974,4.634,1.372,2.172,2.634,2.616,3.162,3.608,1.172,3.422,0
1.08198,1.713,1.636,3.234,1.042,1.451,1.855,3.599,3.841,2.946,1.167,0
1.08192,2.092,0.772,4.985,2.573,4.271,1.608,1.742,1.146,2.245,3.585,1
1.08186,1.078,1.726,3.963,1.295,4.962,4.269,1.261,0.513,4.21,0.693,1
1.08184,3.512,2.762,2.355,3.118,0.578,3.876,4.284,0.669,1.768,4.279,1
1.08186,4.121,4.955,4.946,1.373,1.096,0.546,1.032,1.977,4.821,3.9,1
1.08189,1.314,2.285,2.969,1.21,0.76,1.36,1.849,0.669,4.886,4.881,1
1.08182,2.992,4.255,2.348,4.641,4.806,1.747,3.103,4.802,1.869,4.963,1
1.08183,2.753,3.52,0.93,2.279,3.454,1.422,4.867,2.285,3.052,4.003,1
1.08179,3.798,3.991,1.931,2.026,3.124,2.512,2.627,3.049,3.913,1.144,1
1.08189,1.455,1.068,2.832,1.428,4.686,1.427,2.514,3.955,1.773,0.859,0
1.0819,2.072,4.754,1.199,1.865,2.725,2.004,1.831,0.965,2.775,3.87,0
1.082,2.162,4.929,3.299,2.131,2.147,1.752,0.928,2.625,2.904,4.08,0
1.08201,4.584,2.122,3.762,4.448,1.761,1.299,4.012,1.861,2.76,0.504,0
1.08202,3.123,2.483,1.442,1.367,4.67,4.545,1.898,1.928,2.026,2.054,0
1.0819,0.574,2.134,2.968,3.249,2.0,3.745,2.428,1.176,4.599,1.432,0
1.08201,3.669,4.683,1.263,3.902,4.002,2.059,4.624,1.123,2.835,4.905,0
1.08188,2.307,3.416,2.686,3.694,3.806,3.734,3.919,1.461,3.438,4.074,0
1.08186,3.858,1.302,2.974,0.566,4.869,3.417,1.605,3.21,1.907,3.008,0
1.08189,4.92,3.466,2.921,2.82,1.182,0.651,4.501,4.883,4.233,1.349,0
1.08176,3.316,1.38,1.951,4.059,4.691,0.555,4.007,3.697,3.641,1.164,1
1.0817,1.417,1.266,2.653,1.265,1.683,1.205,1.454,0.959,2.356,2.022,1
1.08179,1.13,1.301,2.315,0.82,1.836,0.701,3.826,1.049,2.611,1.114,1
1.08171,3.67,0.885,1.379,1.244,4.483,0.875,3.933,3.966,4.252,2.415,1
1.08155,2.38,2.083,3.437,2.676,3.676,2.469,4.292,3.196,1.716,2.398,1
1.08157,0.711,2.307,2.432,3.228,0.965,3.523,1.1,1.749,1.908,0.832,1
1.08171,4.995,0.775,4.563,3.586,4.683,3.167,2.965,2.506,2.971,1.986,1
1.08175,4.072,4.897,4.586,3.222,1.421,3.015,1.231,4.368,3.899,2.193,1
1.08183,1.954,4.502,2.463,0.85,3.506,2.398,1.028,4.352,1.444,1.36,1
1.08178,1.999,2.527,4.685,3.158,2.444,4.241,4.671,4.626,0.614,4.124,1
1.08177,3.99,3.704,3.773,3.463,1.432,4.689,4.075,1.581,2.899,1.346,1
1.08178,1.131,0.538,3.279,3.27,4.586,0.623,1.897,1.04,4.615,4.125,1
1.08187,1.186,2.622,3.599,3.29,2.673,2.929,1.447,0.778,1.209,2.787,1
1.08196,1.816,0.558,3.408,3.488,3.848,2.507,4.62,3.543,4.702,4.077,1
1.08206,1.732,2.439,1.429,3.343,2.246,2.574,2.151,1.294,3.154,3.766,1
1.08204,3.266,3.304,2.969,4.229,4.736,3.933,3.195,4.725,3.035,2.829,1
1.08207,1.428,1.95,2.137,1.697,1.732,1.325,0.967,3.003,2.462,4.115,1
1.08205,4.597,0.995,3.462,4.668,0.872,1.121,0.593,1.303,4.761,4.457,1
1.0819,1.142,0.52,0.981,4.394,1.954,3.065,2.118,2.393,3.359,4.732,1
1.08196,3.712,4.042,3.322,1.763,0.621,1.531,3.02,4.526,3.148,3.188,1
1.08199,2.224,3.876,4.865,2.634,3.394,2.889,1.642,4.581,0.836,2.391,1
1.08206,2.255,1.438,2.176,3.865,3.567,3.292,4.776,2.159,1.78,3.298,1
1.08202,4.684,3.679,4.358,4.229,0.6,3.371,1.607,3.565,4.043,4.124,1
1.08205,1.209,4.227,3.671,3.015,2.969,3.815,2.543,1.31,4.793,3.982,1
1.0821,2.729,3.03,1.432,1.552,0.743,3.486,4.159,1.68,1.375,2.445,1
1.08208,1.612,1.668,2.323,4.366,3.706,1.024,1.13,0.732,3.51,3.443,1
1.08219,1.248,1.771,4.333,0.722,3.792,4.227,3.444,1.933,3.829,4.649,1
1.0821,3.204,4.682,4.882,3.489,2.696,1.058,2.694,2.405,3.558,2.686,1
1.08207,1.587,1.397,3.872,3.069,3.964,1.369,2.506,1.024,1.278,2.071,1
1.08205,0.975,2.808,0.918,4.485,0.965,4.354,1.921,2.112,0.942,3.319,1
1.08221,0.825,3.506,2.898,1.738,3.424,3.69,0.793,4.609,4.439,4.093,1
1.08226,1.08,2.442,4.628,3.558,0.991,3.878,4.136,2.573,3.418,4.421,1
1.08223,2.407,4.05,3.066,4.035,4.313,1.164,1.348,3.14,2.064,1.838,1
1.0823,4.99,2.339,1.468,2.176,3.201,0.619,1.265,2.863,2.139,3.627,1
1.0823,1.083,0.782,4.605,3.878,3.396,3.213,1.366,1.17,2.502,3.575,1
1.08223,0.858,4.768,1.577,2.251,4.123,4.76,2.155,2.529,4.278,2.698,1
1.08224,1.034,1.476,2.021,0.513,0.785,4.522,4.252,4.228,1.866,2.068,1
1.08226,2.448,2.136,3.846,3.584,4.973,4.849,3.231,4.629,3.19,1.428,1
1.08226,2.788,1.708,4.592,4.107,0.96,3.421,3.398,3.97,1.158,3.12,1
1.08231,2.126,2.101,2.338,2.816,1.0,2.873,0.838,3.653,0.662,2.679,1
1.08235,0.516,4.018,4.742,3.853,2.551,2.582,3.899,0.845,2.099,2.662,1
1.08239,2.079,1.126,3.15,2.462,1.065,2.906,1.516,3.059,1.935,3.731,1
1.08245,3.192,0.512,2.013,3.914,2.017,3.968,4.378,4.666,3.883,2.417,1
1.08242,1.824,1.679,4.09,4.032,3.337,3.935,2.436,3.379,2.104,0.563,1
1.08243,2.853,4.448,2.739,4.562,2.24,1.642,1.216,2.435,1.894,0.995,1
1.08236,4.011,2.393,1.557,2.734,1.998,3.286,1.763,3.299,3.951,1.761,1
1.08251,1.497,3.052,3.078,4.466,4.157,2.577,2.722,4.045,3.089,1.044,1
1.08249,3.515,4.011,3.361,0.746,2.323,0.579,3.575,3.887,1.403,3.72,1
1.08251,0.723,1.151,4.67,1.474,3.419,4.705,3.949,2.55,2.428,2.309,0
1.08257,2.841,3.937,2.657,1.562,1.662,1.033,3.737,2.753,2.234,4.891,0
1.08267,2.14,2.1,1.501,1.751,1.617,2.801,2.389,2.614,4.26,2.079,0
1.08261,4.764,3.183,4.688,2.125,1.37,1.435,4.186,1.013,1.807,4.316,0
1.08256,0.782,3.665,2.268,1.503,4.756,4.368,1.457,1.095,2.997,0.83,0
1.08261,1.923,0.749,2.697,3.024,1.071,3.652,2.81,4.194,4.638,4.419,0
1.08259,2.475,2.062,3.368,2.333,2.548,1.611,1.17,0.962,3.353,4.605,0
1.08265,1.422,0.887,0.972,4.194,2.058,2.158,1.381,3.653,1.361,4.791,0
1.08264,0.605,4.671,2.344,2.495,2.756,1.57,4.623,2.835,2.951,4.424,0
1.08257,1.034,1.847,1.456,2.804,1.678,4.538,1.442,2.25,2.322,1.929,0
1.08247,3.691,2.717,4.082,2.085,4.263,4.254,2.314,4.717,4.674,1.51,0
1.08234,1.529,4.406,1.864,4.193,2.198,4.749,4.447,2.208,0.556,3.286,0
1.0823,3.049,1.832,4.621,2.383,2.88,1.513,3.79,2.909,1.157,4.728,0
1.0823,3.752,2.39,4.125,2.415,2.994,3.736,4.434,1.237,1.004,2.661,0
1.08233,1.191,4.076,2.034,2.104,0.884,1.731,2.131,1.694,1.45,1.768,0
1.08233,2.772,3.42,0.598,4.185,3.909,1.601,0.763,0.828,4.433,0.689,0
1.08229,3.235,3.136,3.462,2.52,2.529,2.587,3.907,0.954,1.709,2.722,0
1.08222,2.267,4.856,1.463,4.646,0.576,4.16,0.961,1.798,2.411,4.594,0
1.08226,1.096,2.792,4.058,2.696,3.751,4.996,4.112,1.626,1.965,2.97,0
1.08226,4.315,4.012,3.243,3.702,4.421,4.1,1.272,1.517,2.33,4.84,0
1.08208,1.914,4.161,1.826,3.686,4.424,4.952,3.071,3.182,1.257,4.328,0
1.08209,4.375,2.852,2.577,1.36,4.655,3.59,4.39,2.256,2.664,2.802,0
1.08212,0.914,0.588,3.175,2.112,4.289,3.934,3.509,3.086,1.586,3.119,0
1.08209,2.594,0.813,3.529,2.446,1.481,3.696,4.093,1.48,0.532,3.128,0
1.08205,4.784,0.893,4.111,3.226,3.672,0.558,2.283,0.694,4.764,4.946,1
1.08203,3.985,1.09,4.93,2.238,2.429,0.553,0.864,4.669,1.38,2.764,1
1.08195,3.766,3.785,2.487,3.611,4.255,1.415,2.233,3.093,3.616,3.056,1
1.08199,2.108,4.398,3.275,1.72,3.05,1.834,4.851,3.625,4.458,2.259,1
1.082,1.089,4.048,1.314,4.335,3.955,4.388,3.075,3.396,0.629,1.757,1
1.08202,2.897,0.781,2.726,1.204,1.347,4.104,4.94,3.344,3.265,1.306,1
1.08204,2.411,4.506,0.824,2.204,1.593,1.504,1.177,3.799,2.024,4.935,1
1.08199,2.139,3.967,0.77,4.927,1.615,3.829,1.954,0.578,2.924,1.067,1
1.08208,4.021,1.467,0.724,2.924,3.134,3.387,3.711,0.727,4.572,4.134,0
1.08208,1.808,1.422,4.47,1.713,2.286,1.44,3.79,1.044,2.595,3.892,0
1.08208,2.128,1.518,2.806,1.355,3.773,4.162,1.558,0.727,2.178,0.551,0
1.08217,3.168,2.854,3.148,2.128,2.932,3.266,4.315,1.831,1.162,2.5,0
1.08204,0.72,1.903,2.796,4.348,3.147,4.942,4.033,4.932,4.469,1.98,1
1.08208,3.827,2.333,4.193,3.402,4.184,0.508,4.277,4.455,1.552,4.28,1
1.08217,1.686,4.323,4.25,4.236,0.928,1.377,2.967,1.574,2.211,4.818,1
1.08221,1.255,4.005,3.059,0.54,4.821,1.324,0.884,4.482,4.218,0.953,1
1.08219,3.095,4.743,4.982,4.587,4.276,4.715,2.296,3.697,4.35,4.191,1
1.08208,3.909,4.651,4.579,4.43,1.335,2.029,2.724,0.517,1.775,4.423,1
1.08201,4.889,2.708,2.826,1.003,2.916,4.697,1.888,3.453,4.175,2.548,1
1.08192,1.298,2.023,1.54,0.788,1.596,4.242,3.869,2.314,1.014,2.809,1
1.08196,1.788,3.334,4.354,2.125,1.971,4.222,4.356,3.62,2.009,4.668,1
1.08214,3.75,0.778,1.263,4.083,4.706,0.943,3.285,4.359,3.5,4.676,1
1.08222,4.451,1.296,0.883,4.517,1.609,4.444,4.804,2.24,3.949,1.446,1
1.08218,3.321,1.14,2.416,0.609,4.901,3.269,2.021,1.513,4.027,2.709,1
1.08218,3.048,0.688,2.144,2.599,4.281,1.419,0.722,2.921,1.478,0.672,1
1.08224,2.422,1.692,3.669,0.725,1.822,2.73,1.599,4.849,2.024,2.552,1
1.08228,4.777,2.839,1.551,2.643,4.96,4.241,1.898,0.83,4.664,1.848,1
1.08234,3.935,2.173,4.114,4.72,3.525,4.468,3.151,0.882,3.548,1.649,0
1.08238,4.138,4.538,2.597,3.672,0.719,3.088,3.469,4.634,0.813,1.385,0
1.08238,2.524,4.871,0.819,4.417,1.005,1.59,3.46,0.732,3.944,1.888,0
1.08229,4.082,3.201,1.651,4.06,4.632,4.058,0.921,2.49,0.803,2.52,1
1.08228,4.404,3.852,4.071,0.752,2.684,2.373,3.765,4.49,0.533,4.381,1
1.08236,1.988,0.648,3.287,2.908,4.823,4.115,2.609,4.008,4.506,2.823,1
1.08232,4.329,3.704,3.283,1.236,3.78,3.197,3.755,2.567,0.671,1.645,1
1.0824,3.164,1.201,1.965,2.343,1.142,1.766,2.523,4.607,3.735,0.959,0
1.08231,0.5,3.687,3.731,1.629,0.561,1.891,1.977,3.49,0.843,1.249,1
1.08239,3.747,0.679,3.176,2.173,2.01,2.339,2.033,4.074,4.619,3.064,0
1.08234,0.989,2.609,0.621,3.9,4.523,1.112,2.402,3.297,2.895,0.744,0
1.08222,2.339,2.023,3.212,4.518,0.853,2.932,2.578,2.24,1.366,2.531,1
1.08229,1.825,4.424,1.595,1.451,1.346,3.773,4.282,4.409,2.821,3.371,0
1.08236,2.103,2.91,1.007,4.426,2.413,2.663,0.963,2.811,1.382,4.927,0
1.08241,0.852,1.407,2.759,0.805,3.352,3.199,3.947,2.037,3.36,2.019,0
1.08244,3.594,4.944,1.303,3.566,4.088,1.615,0.724,2.803,2.797,3.25,0
1.08244,4.128,3.706,1.602,1.543,2.537,4.36,4.438,2.892,2.88,2.727,0
1.08239,3.864,0.6,3.686,2.821,3.033,4.347,0.986,2.803,4.781,1.603,0
1.08235,3.956,3.376,1.127,1.125,2.061,2.5,4.089,4.743,2.987,0.905,0
1.08231,2.565,4.749,0.851,2.488,1.699,3.408,1.452,0.702,1.339,2.862,0
1.0822,1.457,3.429,4.67,0.616,2.711,1.435,2.235,1.663,3.912,1.657,1
1.08226,4.924,1.43,1.826,3.375,1.058,1.276,2.003,3.485,4.196,3.154,0
